OTU,S110_L001,S111_L001,S112_L001,S113_L001,S114_L001,S115_L001,S116_L001,S117_L001,S118_L001,S119_L001,S120_L001,S121_L001,S122_L001
54233d587e5b0089494cf71aa6d192a682bbcc3b,0,0,1,0,0,1,0,0,1,0,1,0,4
5459f2f17b884caa662dc341fd46c785403cbf5a,0,0,0,1,0,1,0,1,0,1,1,1,2
5492960d029583c1f763f4a642984efab1967057,0,2,0,0,4,0,0,0,0,1,0,0,1
54d3c7f89cbe5dbcaf6120ae96e4c12055845deb,0,7,0,0,1,0,0,0,0,0,0,0,0
54e252fa5042889dee00bc441dee3bd25cf7c28f,7,0,0,0,0,0,0,0,1,0,0,0,0
54f23c01ebc94b529267d8701fbf5c0212b44157,6,0,0,0,0,0,0,0,1,1,0,0,0
54f443f851ff4864b63b5bd21b158c3e68a0fb31,0,1,0,4,3,0,0,0,0,0,0,0,0
554782572c98a538e8e1b6e8601cb3cd3c85761c,2,5,0,0,0,0,0,0,0,1,0,0,0
555002c9ecd9df435c285595bfdfdd1bdb6ee388,7,0,0,0,0,0,0,0,0,1,0,0,0
5591f3c9f6d94cf6adaebbdc395f7d0b7a231c12,0,2,0,3,3,0,0,0,0,0,0,0,0
55a6548a208764e92451d102020ec46ba8f5689b,0,0,0,2,4,0,0,0,0,1,0,0,1
560e81fc2228e02951645c918ca51da43052aae1,0,8,0,0,0,0,0,0,0,0,0,0,0
5634e408d9e6cb12b0f458df088470778afa3541,0,3,0,2,3,0,0,0,0,0,0,0,0
5639c255710b615beb9826277b50309553350d27,0,1,0,5,2,0,0,0,0,0,0,0,0
5676d4f64c824db47f0e41bdca32e854640976c6,0,1,0,2,5,0,0,0,0,0,0,0,0
568407e12ad01f5f90ba6a6bd92f24f740f38694,0,0,0,0,0,0,0,0,1,0,1,1,5
56a286ab3371148a6c3788ab4a97e6cf91704d10,0,0,0,0,0,3,0,4,0,0,0,0,1
572d0866ae792c94e7a607e9488f424ef282a64d,1,0,0,1,0,0,0,0,1,4,0,0,1
573dd958bd0dc51391f463c0eeab2532c744708e,0,0,0,0,0,1,5,0,0,0,0,2,0
57876cfb4e5f2a17d0886ec92b72f6abd15d97b0,0,0,0,0,0,1,1,1,0,1,2,2,0
581c701b4df7b80ee15b8f2b2933f888382e4e6e,0,1,0,1,6,0,0,0,0,0,0,0,0
581cde02300fd4b64cf51d7915ae48a3437f243e,0,0,0,0,0,0,2,1,0,0,1,4,0
58d40f98deccd61b37592110e6e724038dd6f32d,0,0,2,0,0,3,2,1,0,0,0,0,0
5925ee48c2e131f4ab3df3709a1bce47701d5388,0,0,1,0,0,3,2,0,0,1,1,0,0
595222be375803c640ae045922dd56b493bb7751,0,0,0,2,0,1,0,3,0,0,0,2,0
5975f2d9aba97005353156df0ffbb2326253c0da,1,0,0,0,0,1,4,0,0,0,0,0,2
59b0f0564b12c7c05c9b585b00a5f2a240f4d958,0,0,1,2,0,3,0,2,0,0,0,0,0
59b73bce92a5e6dd08301e74895827bf24cda374,3,0,0,0,0,0,0,1,1,3,0,0,0
59b9fcc1464ef5c646a58b1818e69dea0b8361c7,6,0,0,0,0,0,1,0,0,1,0,0,0
59c9b23e459d5d86b2561aab30e2cd717121aed4,0,7,0,0,0,0,0,0,0,0,0,1,0
5aa0a5f7852a3f10fd2746bee0bfe49460f959b7,0,0,3,0,0,2,1,0,0,2,0,0,0
5aae7aacd31414b77be6efb8b8eddef8173acaf6,0,0,0,0,2,0,1,0,1,1,0,1,2
5b140c6d096a6c3d926051273b8f296830e5c8bc,0,7,0,0,0,0,0,0,0,1,0,0,0
5b3ca03be12ee67bc42e7a1aa133f14406261e18,0,0,0,0,0,0,1,1,0,1,0,4,1
5b54cbf4a6af1e41d6c9dd29516898484c70713c,0,0,1,0,0,0,5,2,0,0,0,0,0
5b630f15da0eacf515647ab19bfb3bf94ffc0309,0,0,0,0,0,2,1,3,0,0,0,0,2
5b7f56474883d4ddc73340c08c2166d423e8013b,6,0,0,0,0,0,0,0,2,0,0,0,0
5ba19f345b0be1df7134364b39c4f2c7965660b9,0,0,0,0,0,4,0,2,1,1,0,0,0
5befd38219337088ef6d003b4e46b3f647b2ba2a,0,0,2,0,0,0,2,2,0,2,0,0,0
5c27b12e59cc72ba8224af4898ce3703d8b89b98,6,0,0,0,0,0,0,0,0,2,0,0,0
5c93729bcdec8fdf5c1ef5c912a3d42946425f77,0,0,0,2,0,0,2,3,0,0,1,0,0
5c968c323b8d0a5a21e87b7fa2ae6895f5a9aa11,0,0,0,0,0,0,4,1,1,0,0,1,1
5cc9520e4230ba8c749930ef8b9ee16aea3b9f2c,5,0,0,0,0,0,0,0,0,1,0,0,2
5cd8ffc10901b8b02b51071bd5ed1fcff0912f65,0,0,0,1,0,3,0,1,0,0,0,0,3
5ce2c014f0eb204cbc5a7c99428c8088095966bb,0,0,0,2,0,0,3,1,0,0,0,0,2
5d61ea0dc9dc27a34ba83e9f765d4e92e6445586,0,8,0,0,0,0,0,0,0,0,0,0,0
5d862e8c18a91a35103ca95b794da5d77ad68328,6,0,0,0,0,0,0,0,1,1,0,0,0
5e9302f20fb6a61ebb3df1e70fdd75e5cba9b55f,0,0,1,0,0,4,0,0,0,1,0,2,0
5f22601cbcb7161b028a5a2128a7f903b8eb7a49,0,0,0,2,5,0,0,0,0,1,0,0,0
5f3c48d3563927dd455d5ff783be7957bc116bc7,0,0,0,1,0,0,1,0,2,1,0,1,2
5f4715a485ac71beec5317c6af2c9fdd19d714c3,0,1,0,1,4,0,0,0,0,0,1,0,1
5f7f7e7d0b0e7a384586be178d1ec4c47b17f031,5,0,0,0,0,0,0,0,0,3,0,0,0
5f942bf2c20bed1483fdd00b32b771126ef60120,0,0,0,0,0,4,1,1,0,1,0,0,1
5fc806c757a0642d95aa57287dbf36dca5ee4f7e,5,0,0,0,0,0,1,0,1,1,0,0,0
603dfb6f7b3fd115b437cb4bb2b7a69c1b55d6b0,4,0,0,0,0,0,0,0,4,0,0,0,0
605ded99729ae3e78cb9a17f6681f902bd6204da,0,0,0,0,0,0,1,0,2,0,0,1,4
6063764c70edd48dfb14429fa1d63598855e0fa8,0,0,0,1,1,0,3,1,0,0,1,1,0
6117e521ba397b2e2f219e3c428ef900bd8b4345,0,0,0,1,0,0,1,4,0,2,0,0,0
6135ba8397b30b5bd201d06f2520345ae54d73da,6,0,0,0,0,0,0,0,1,1,0,0,0
61451c9ddd11d3200b7acc1ee0ab753e535449fe,4,0,0,0,0,0,2,0,2,0,0,0,0
615ff9e719755b4ef77c957da23306bc59eede75,3,0,0,0,0,0,0,0,0,5,0,0,0
6177f696dfe253f4b8ca28530fc7d12015cca483,0,0,0,1,0,2,0,2,2,0,1,0,0
6189047322c2fb0470f9e8c42ff43dcd94642720,0,0,2,0,0,4,1,0,0,0,0,0,1
61d2241eea244bbb7170d821788820f9f45e8673,0,0,0,3,1,2,0,0,0,0,0,2,0
6209c46e820140593c09e7caae78bdc84d137663,0,7,0,0,0,0,0,0,0,0,1,0,0
6225b3f2cad4f0b49098f1a1e41646f5e1008b69,0,0,0,0,0,0,0,1,1,1,0,1,4
622af7ff9a1820e2181af89dc1996f9a5640106d,0,2,0,0,3,0,0,0,0,1,0,0,2
6234fa35aff063a1d7f2e763a6cf193bdb5a8735,0,1,0,3,4,0,0,0,0,0,0,0,0
6257dfb7a2f955c6258ccaac5dccc87f1fe5b985,0,5,0,0,0,0,0,0,0,1,2,0,0
626c6f894ee55a5f32cc1c081540e6753b41316b,0,0,0,1,0,1,4,1,0,0,0,0,1
6297212477b443aa0437c74f3510166925414cf7,0,0,0,0,0,3,2,0,0,0,0,2,1
62afd0ea50365c09a30c22153a96cddab0ddf0d9,0,0,0,0,1,0,5,0,0,0,0,1,1
62bd2e538ceb79f46ca29f63a12df0e9a98898e7,0,0,0,0,0,0,3,1,0,0,0,0,4
62ce840be7f5ca253b4d3e03a02553885c61cf1d,0,3,0,2,1,0,0,0,0,0,1,0,1
630df5f5a2b93c9772641cf12d671e646e400c88,0,2,0,0,2,0,0,0,0,2,0,0,2
631974608c9ba5ef6caa6e565c3b48634a2f390e,0,1,0,2,5,0,0,0,0,0,0,0,0
63230cbc98d9a6b437b9a7838ef521f5e35a823d,0,0,0,0,0,5,1,0,0,0,0,2,0
636e8293b62f06b1b2f305c924a0b84446155cf5,0,0,2,0,0,2,1,0,0,3,0,0,0
63ca4d1c2ca2c765eb2166e52bae3bb428bb799d,0,8,0,0,0,0,0,0,0,0,0,0,0
648d09560940ddf46930cfbc0fa8dda29238cfe2,0,2,0,2,0,0,0,0,0,0,1,0,3
649c3a5093ccd4eb19430267241c8c48147dbd43,0,6,0,0,0,2,0,0,0,0,0,0,0
64d31d9dae328c0187b52b6f50b0ac7362443606,6,0,0,0,0,0,0,0,2,0,0,0,0
64e3311fe61e5bdfeafe82ecfa460398fdb17036,0,1,0,4,3,0,0,0,0,0,0,0,0
64ed173bc5326612e73ef0d2e7bdbfc8c8456f18,0,0,0,0,0,0,0,0,8,0,0,0,0
651bda2ccc73cb6f93241cf71c0885c4105ddd97,5,0,0,0,0,0,0,0,0,3,0,0,0
6529c1c28df25d11739bd6026f696eef35044bc0,0,4,0,2,0,0,0,0,0,0,0,0,2
6539f01a4f6049d2d84aafb235ebaa7c665414a0,0,0,0,0,0,0,1,0,0,1,0,0,6
656a689c8f2cb514e4e4bae80309e820821eb2c2,0,0,0,1,0,2,0,0,1,0,0,4,0
65b61726b3573df782a88e9bec12c6f34e01ffa4,0,8,0,0,0,0,0,0,0,0,0,0,0
660513fafa06c60a4c7300afbe9c83787e2c3abb,0,8,0,0,0,0,0,0,0,0,0,0,0
662fe277583e005367d121d371b5565cf94e7f1b,0,7,0,0,1,0,0,0,0,0,0,0,0
6630827d044297c7869154273ca6516a46a6924d,0,0,0,0,0,3,0,2,0,1,0,0,2
6651417786103e7cac7714db53a9b4add416028a,7,0,0,0,0,0,0,0,1,0,0,0,0
66c3d7eea44fc68bb9d58cb50d461cc536d3ea8d,0,1,0,2,4,0,0,0,0,0,0,0,1
671b4695b01b6a31d0e1c0f51deacb06dcd9fa18,0,0,0,4,3,0,0,0,1,0,0,0,0
6725e8647cd7e7df2aa2f9abedddbe2d7e62bc12,5,0,0,0,0,1,1,0,0,1,0,0,0
6737f193023e156aa56fa527e1962906a7b157b5,0,7,0,0,0,0,0,0,0,1,0,0,0
677677fa217df85278d97b7defea6d0e2e5ab412,0,0,0,0,0,5,1,0,0,1,1,0,0
6816b0d32c13843a54ca1e796d2c4fe7eda77334,6,0,0,0,0,0,0,0,2,0,0,0,0
681ce8d1d839d3612e17e03014a10629e6eb4297,0,0,0,0,8,0,0,0,0,0,0,0,0
6834a745e5276e85dcf1ac24842e8d7360690fde,0,0,0,0,3,0,0,0,1,2,2,0,0
68641e2ee00dd7a44795982a7cc1b91f5d7d33d0,0,1,0,4,2,0,0,0,0,0,1,0,0
687ce8a74be0a119aa5a4860a145360105cc3b84,0,0,0,1,0,1,1,2,1,1,1,0,0
68bf58be39372befe89d76e199ada5d3a1709075,0,0,1,1,0,1,1,0,3,0,1,0,0
68c09277eaea61046b7fcb97cc42111c7f1e8ef8,0,4,0,1,3,0,0,0,0,0,0,0,0
68d501a3dc0e7c1c10d428639afa38d979988a19,0,0,0,0,1,1,2,0,1,0,0,2,1
6950fea560415a51755c4f9129cc11c374b779b1,0,0,0,0,1,1,4,0,0,1,0,0,1
697e715fbddd9436586f1f103b6f802fce812f05,0,0,0,1,0,1,1,3,0,0,1,0,1
6999221f27bfea6ce2794112c682732966fa7fb4,0,7,0,0,0,1,0,0,0,0,0,0,0
69afbeab226cb23922b3686e80b4a2986f82c2b2,6,0,0,0,0,0,0,0,0,2,0,0,0
69c29b94b6ef2013119a31aaaa5c80662206add9,0,0,1,0,0,2,1,0,0,0,0,2,2
6a016693f8feb82ffadee5a85fd01964c71941b2,6,0,0,0,0,0,0,0,1,1,0,0,0
6a3aed85679df179e2f1da78c65a481df367cfc4,0,0,0,0,1,1,1,2,2,0,0,1,0
6a5dde9622b3e43eb83ae13d8a97816d8b7995f1,5,0,0,0,0,0,0,0,1,2,0,0,0
6a7d97788473bb0852919376747d51ec1b1f97de,0,0,3,1,0,1,3,0,0,0,0,0,0
6aea612548ae1379050097cd87644577573d9721,7,0,0,0,0,0,0,0,0,1,0,0,0
6b478bc88337c539f7c3de6ba6e8609bf9eb1d10,0,0,1,0,0,0,3,0,0,0,0,0,4
6b4b95d6028d5f45a9a001ac06cf82c4ea8bde18,0,0,0,0,0,0,0,1,2,2,2,0,1
6b76cfa9726c98f32c7882e2c983adf8bc6d8c77,0,6,0,0,1,0,0,0,0,0,1,0,0
6b7a19c082800e358afcc93b1244f705e0783762,0,2,0,2,1,0,0,0,0,0,1,0,2
6b80fe4717d84dcdaaf34b0299527c5675eaf7a6,0,2,0,3,1,0,0,0,0,0,0,0,2
6b9ec633290d2f7840002595e83c280e36b32427,0,4,0,2,2,0,0,0,0,0,0,0,0
6bb794c5cc7485f8dc03a5c05bf054d2d1ec9591,0,3,0,1,2,0,0,0,2,0,0,0,0
6bdc3caefe9876a38e9d29d73e2dbe2f856242fa,0,0,1,1,0,2,1,1,0,1,0,1,0
6c41a19f46fd7eaa6d7190424e5da03d334b6245,0,0,1,0,0,5,2,0,0,0,0,0,0
6c5bb82635c817d649571212d82164d19e01f3a5,6,0,0,0,0,0,0,0,0,2,0,0,0
6c6bcf3d2eb1760a7a746d344e28be046655868c,0,3,0,2,1,0,0,0,1,0,0,0,1
6c6fe114ed1ea38146ba508c71599609fd57f9ac,4,0,0,0,0,0,0,0,0,1,3,0,0
6c923b501c366333c94a5419d10601de4293dbd4,0,4,0,3,0,0,0,0,0,0,0,1,0
6ce0218f302e7c321cc36e85c8c3e5718c9b6d48,0,0,0,2,0,3,1,0,0,0,0,1,1
6cf9e45b95309ffd7cd8f7c396a0ed357ad07cfc,5,0,0,0,0,0,0,0,1,2,0,0,0
6d144aae45d3459ff3c71848c53ab9a998a13323,0,0,0,2,0,1,1,4,0,0,0,0,0
6d46d3b487252773fe3c0e49a1b606092e560a8d,0,0,0,5,3,0,0,0,0,0,0,0,0
6d56fae077b9d8cd03228736c4568c566dcb6ae1,0,0,0,3,4,0,0,0,1,0,0,0,0
6dad837b143c241051805ce7a689e82541789012,0,0,2,0,1,0,1,2,0,2,0,0,0
6dc6f5805a7220a5a8dd2d9e95fb67e2a3403e19,0,0,0,0,0,1,3,1,0,0,0,2,1
6deab0dbd15fbac2e0da0018b75c1edebed11e00,0,0,0,1,0,1,3,0,0,1,1,0,1
6e6f84063460f1dae8d4dabdc27faa328808bcdc,0,8,0,0,0,0,0,0,0,0,0,0,0
6ea2d27451cda99c16aede0283658143ca5388a1,0,0,1,0,0,3,1,1,0,1,0,1,0
6ed3af246b347d31a4e53d2f4f40b6feb3f17299,0,4,0,0,4,0,0,0,0,0,0,0,0
6ed731d657307aa538768fb4b9fcd49338efe2f6,0,0,0,0,0,0,3,5,0,0,0,0,0
6ee712ddee3a5b4b33fe6a120788783ddf2ee85e,0,2,0,3,3,0,0,0,0,0,0,0,0
6f128ec9f737370a1355f1e59d51a0a27d3478a5,0,0,0,0,0,0,1,2,2,0,0,2,1
6f32020ca5a7a3ede0a999ecf2d5e5020c3b75bc,0,8,0,0,0,0,0,0,0,0,0,0,0
6f45fd7c6851c9059096282a19664e90c340fbe1,0,0,0,0,0,5,0,1,0,2,0,0,0
6f68b185d42d86f2e711111d649e94354db70e03,3,0,0,0,0,0,0,0,1,4,0,0,0
6f6b76eff32c68ec22701c0dfa11b896097285a7,0,0,0,1,0,0,2,3,1,0,1,0,0
6f8301a21ef23c52d665e12d50a80cea53bb7f40,6,0,0,0,0,0,0,0,1,1,0,0,0
6fa85bc2183ddfa126dcf2800318fecf98bbdd20,0,1,0,3,2,0,0,0,0,1,1,0,0
6fbeddaa22a79815a7e879ff3de3cdefda038021,0,0,0,3,4,0,0,0,0,1,0,0,0
6fcb3e61d06def168163dd377fc818a242f8e303,0,0,0,1,0,2,2,1,1,1,0,0,0
6fd264bd6a8ad9643c0a89b41925593ede79f52c,5,0,0,0,0,0,0,0,1,2,0,0,0
6feee7b8afb4c27d2197ab21137a7adba5a8e676,0,5,0,1,1,0,0,0,1,0,0,0,0
701baa533c7a75b9cbe230f8853a464a9fd70126,0,0,0,0,0,1,0,0,0,0,0,3,4
701c6e12fa5b72a3557a12b4f072e8f041bd6721,0,0,0,2,0,2,0,0,1,0,0,3,0
7088b754e615f2feb4da22979471402558129b12,0,1,0,0,5,0,0,0,2,0,0,0,0
70da0a36ee1d543cc31288a7e2c574d66e53cad3,0,0,0,4,3,0,0,0,0,0,0,0,1
70f0d34644c2521f9f68c063d4ba2ec90bf94de4,0,0,0,0,1,1,1,0,0,1,1,2,1
70f6b4719861c09f17f08aa0d0b665718034fd9a,0,0,0,1,0,1,1,2,0,0,0,3,0
713931da734a4ad35b4ddd478c734bf663a2f084,0,0,0,1,1,1,0,0,0,2,1,1,1
714f812949fbde1c4d6dc82c3437af60a4ae2d1e,0,0,0,1,0,0,1,1,0,1,0,2,2
717d7ced20a3ca27984caf92a759b2038296dbce,7,0,0,0,0,0,0,0,0,1,0,0,0
71cb11339c5876ea4d2533ed23dd7dbb4e164c99,0,0,0,1,0,2,2,0,0,1,0,1,1
720c4b687439a2f34c8b9f56e0ed703875b118ac,0,0,0,1,0,2,0,3,0,2,0,0,0
72215ab9b013c9b7be778ab8103a709bfcea2dc5,0,0,0,0,0,2,1,1,2,0,2,0,0
723b77d20d607a0dc355f3fae1253ac5ae67bb81,0,0,2,1,1,0,2,0,0,2,0,0,0
727f7ec5168e24a9a73febce5d86f83d5905c6a9,0,7,0,0,1,0,0,0,0,0,0,0,0
72d2b44cd6cb5d2d202d56e159ecf1250ec2e0eb,0,0,2,0,0,0,4,0,0,1,0,0,1
72eead952c82d4dfee1fa2ed8a00d7fcf0a90c32,5,0,0,0,0,0,0,0,2,1,0,0,0
7331dc033e79a7d17c78de894215104408adf554,0,0,1,2,0,2,0,3,0,0,0,0,0
7372146f706ed294f00b27eac2fc83357b316ba3,0,0,0,0,0,0,3,2,0,1,0,1,1
73ec49e25c65a2fc5fb34b6160c9e35c3bced68b,0,2,0,1,2,0,0,0,0,3,0,0,0
7404dff6e5a166791b1a5abc0f2e974741694aad,0,0,0,0,0,2,0,2,0,0,0,0,4
742722a35c0f4190ddcffe7a546a8cf0d7c47793,0,3,0,1,4,0,0,0,0,0,0,0,0
743a313c3965cdde4e9cde83047540a83d07e805,6,0,0,0,0,0,0,0,1,1,0,0,0
7463f04861d01e90c38cd4e9a9eff9d8b4fac1b5,5,0,0,0,0,0,0,0,1,2,0,0,0
7492eb9ef6ae9e35fa0b39c78b20ad592a7f8ca8,0,0,0,0,0,3,1,4,0,0,0,0,0
74bbbb74f86bcb478393fa8797ebcc323c12df9f,0,0,0,0,0,1,1,2,1,0,1,1,1
74e7485d65bca1c7af43870ab3d85b89241423c9,0,0,0,0,0,1,1,0,0,2,0,3,1
74ef0548fdcd7a1b93f20522ff1e4983a0936f3f,0,1,0,0,1,0,0,0,1,3,1,0,1
7505610e5f9cbfdecc67e0e565ecbc1217752ff9,0,0,0,0,0,1,4,0,0,2,0,0,1
7515fafadb08c7909f5ffc9fe29d7fc26c936405,2,0,0,0,0,0,0,0,4,2,0,0,0
75aa45a8de14235640a2c0e827d8105a18927efd,3,0,0,0,0,0,1,0,1,2,1,0,0
75b0bc99da2386645cc3d1a09dd3238f196a3cbc,0,0,0,0,3,0,1,1,0,0,0,1,2
75b2bbd479d73808dbe4b8cbbdeba7214efccdf2,0,0,0,0,0,1,1,0,0,2,0,1,3
75e5756210b5f7158de14e3171a1b156157b3a60,7,0,0,0,0,0,0,0,0,1,0,0,0
75ed8607cfe6750c41248faa9e95677dbad37d6a,0,0,0,1,0,2,0,0,0,3,0,1,1
769405ff8d9f72719e49c07ba6666389b0e04775,0,0,0,2,5,0,0,0,0,0,1,0,0
76d9a6bf3902527c8b3a7b5689321cae145741ec,0,4,0,1,2,0,0,0,0,1,0,0,0
77874d87bd4c6c3db1c5c48468175919fa6469a9,0,0,0,0,0,0,2,0,1,1,1,1,2
77acec06ff572127418934ead6cbbc91230d1f68,0,5,0,0,2,0,0,0,0,0,1,0,0
77ecc7162656ac9bc3f45de47e52d04aac9371c7,0,0,0,2,1,0,2,0,0,1,0,2,0
78121a0347b05aa19f671756988bc30d533c7810,0,0,0,0,0,1,1,0,2,2,1,0,1
784e9ee80efa26e4b898c7a505019fad0160d339,0,2,0,4,1,0,0,0,0,1,0,0,0
78929181deaa952951647b9fed8ae1a6a2983312,3,0,0,0,0,0,0,0,3,2,0,0,0
78cb5013ee9126c2636564a941fc2f9108d9c335,0,8,0,0,0,0,0,0,0,0,0,0,0
78cf012c01fc373136b38a7a5f3703f73bc718c6,5,0,0,0,0,0,0,0,2,1,0,0,0
791a4cd3288ba27dd39d909757c52b10d71dc611,0,2,0,3,3,0,0,0,0,0,0,0,0
793109bbf34f21bca537f3fa3cc5418fcc3cbece,4,0,0,0,0,0,0,0,0,4,0,0,0
79688421326c1e70f3bf290424b101b9b12373bc,7,0,0,0,0,0,0,0,0,1,0,0,0
79893fa0440a0a2baa760df007903173bfea1498,0,0,0,0,0,4,0,3,1,0,0,0,0
79aadc1f72ecf5bf9b476176bc3dc27478c39b36,0,4,0,3,1,0,0,0,0,0,0,0,0
79b692883032ef5190fda4ef76de5e0a7190b442,0,0,0,2,2,0,0,0,0,3,0,0,1
79c5d66d79b19c8792f9b57b5bb783c6ef587b4d,0,0,0,0,2,0,2,0,0,1,0,3,0
79d350ade6bdfe4c1d683dc75ffb4c4a2c586632,0,0,1,0,0,0,3,0,1,0,0,3,0
79e4406ef8ec89f690e08588b5c3346401e7b39c,6,0,0,0,0,0,0,0,1,1,0,0,0
7a2555ab2ff95fb870d92f6e4e7f0fb2356cb5a1,0,0,4,0,0,4,0,0,0,0,0,0,0
7a43cfaa3d6959fdaad14e71da713938ae22f6ee,0,0,0,1,0,2,2,1,0,1,0,1,0
7a679b19f382b628c97f1adf4f6c33e8c8d7e7eb,0,0,0,1,0,4,0,3,0,0,0,0,0
7a6e45cc2184e5b30fdd133ca201ed71d9c454f2,0,2,0,0,5,0,0,0,0,1,0,0,0
7a9883163938049ef6e5b88fcb6dc0dd8b50c003,0,0,0,2,0,1,4,0,0,0,0,1,0
7aa3be820f2c47ef7e99c2dca433c092a3d9ba7d,0,0,0,0,0,2,2,0,1,0,0,1,2
7aba928152aaeb4aa45c1b4fca40af5d57122342,0,1,0,2,5,0,0,0,0,0,0,0,0
7ac50b86c142d747b43f44688f046921f8cf467f,0,3,0,3,2,0,0,0,0,0,0,0,0
7b0477f2e53c382edfa294b6294c0a1f47b129cf,0,0,0,0,1,0,4,0,2,0,0,0,1
7b187951bc3ef78b05d235571c8e3231f9a5131b,4,0,0,0,0,0,0,0,2,2,0,0,0
7b744f2ac688b71e69516b72f1be51d0ded299b2,0,2,0,2,2,0,0,0,0,2,0,0,0
7bc2f8d279a16c383564147ba9ccdd712c9bbcaa,0,0,0,0,0,0,2,0,0,1,1,0,4
7bdb6c8b37bdaa96837bf2f1b96b9eab429c1455,6,0,0,0,0,0,0,0,0,2,0,0,0
7c04ad64d83f5c985e0b78be720b71857f96c53d,0,0,1,0,0,0,0,2,1,0,0,1,3
7c4952592c850d1b1a2ba21e2a58001ad3e66508,0,0,1,0,1,4,0,0,0,2,0,0,0
7c52c1279e3cde816c2d4dcbdf70888b55ff19ba,0,0,0,0,1,2,1,1,0,0,1,0,2
7c5bacd03eb075d6049f144b291cdbb4b704f480,0,1,0,0,5,0,0,0,0,1,0,0,1
7c898963111bfb6cae044dd949514a1dc31562c9,0,2,0,4,1,0,0,0,0,0,0,0,1
7ce952d28209eeb6d283f59ab03a78b1150ee05d,1,0,1,0,0,4,0,0,0,0,2,0,0
7d401bc5b6898c197b31bdb3485e4198e4b18117,0,0,0,0,1,0,2,0,1,2,0,2,0
7d850f67c5447ff08fcdb514c8806412eb77711d,2,0,0,0,0,0,0,0,3,3,0,0,0
7d9da5a006e248590a9255350db56fe81f81c993,0,1,0,3,4,0,0,0,0,0,0,0,0
7da39ee7bd8aac28937c849bd153211b742104b3,0,0,1,0,0,0,0,0,0,0,1,2,4
7dbed8ce13d54a7e9c663989b93d11e058704508,0,0,0,0,0,0,0,2,0,0,0,5,1
7dbf30e3bff31e86a4538c03d58669ca41b8abbb,0,7,0,0,0,1,0,0,0,0,0,0,0
7dd984554f692d7d53cc0f510f801702c2f2f153,7,0,0,0,0,0,0,0,1,0,0,0,0
7e08911b9010574d334b3c76abff4cbec521e3a3,0,0,1,0,0,2,0,2,0,2,0,0,1
7e203d38c083a10c406471c0d5485d981e5b4541,3,0,0,0,0,0,0,0,1,4,0,0,0
7e622a42af8ca9116728348f07b867bfe636d694,5,0,0,0,0,0,0,1,0,1,1,0,0
7e696d63075e8dfa8478461ba449dbff0763dfbc,0,0,0,0,0,0,2,0,0,2,0,0,4
7ea0c0adc740e29ab55e735d7c1f525d2536aea0,0,8,0,0,0,0,0,0,0,0,0,0,0
7edef939c60a8b4fc5a911c31547fb454d7f6dc0,0,2,0,2,2,0,0,0,1,0,1,0,0
7eeef375392d647b210459bd88c00c7479a4d3c2,0,7,0,0,0,0,0,0,0,0,1,0,0
7f033f1ebcd06ea726f8c9149b15c8bf936baa7d,5,0,0,0,0,0,0,0,0,2,0,0,1
7f123aa628939a685d89901495cfd746bc0e6437,0,0,0,1,0,0,2,2,1,0,0,0,2
7f36c9d2b7cb07b3f84057c9660b33fa962cb05e,6,0,0,0,0,0,0,0,0,2,0,0,0
7f6261423b2b8c72c895006dbc35925d0030881b,5,0,0,0,0,0,0,0,0,2,0,0,1
7fc4187ff1053b1c0bfd39e83c8f95bb16b67ac9,0,0,0,0,1,0,4,0,0,1,1,1,0
7fe93d667324520ddb96066d1f4cc8768cb9d321,0,0,0,0,0,0,5,1,0,0,0,0,2
801f4184bbb075bab8958eb7531b1702ab0b3092,0,0,1,0,0,1,0,0,1,1,0,0,4
80a92c6644ee33e7f52c620c60447db1046cc7d6,0,7,0,0,1,0,0,0,0,0,0,0,0
80b28369ff79f7cd39dcac296eae81c8a97db3b9,0,0,0,1,0,4,0,0,1,0,0,1,1
80b4086db2c7cf688c59bde80f12093f853f7d22,0,1,0,1,6,0,0,0,0,0,0,0,0
80c56e0284ef45ba2f1008f092db5faee3546683,0,0,0,0,0,1,1,3,0,0,2,1,0
80cd1bd713b2ce8f560e18e78ecd2f61489f0c9b,0,0,0,0,0,0,1,0,0,1,0,2,4
80fdc1f6a5e1a5bbcaa6167a1d399e61f70a1439,0,0,0,0,0,1,6,0,1,0,0,0,0
80fe614284ba366bf65479bef2f3917c04cd20c1,0,0,0,0,0,3,2,0,1,0,0,2,0
8102a3f9a72f88534212d391dc798f721afc7b00,0,0,0,1,0,3,0,3,0,0,0,0,1
81a3c3321249b4510a8c3b4622da2dc6f3645963,0,4,0,2,1,0,0,0,0,0,0,0,1
81bf448b62d507ffa7c56b603c12fbac2461b51a,0,0,0,0,1,0,4,0,0,0,2,0,1
8235800e55c1562ca80843c8105f166ab14383d3,0,0,0,0,1,2,2,2,0,1,0,0,0
824c73d959d797307d1b0c6031794251f1482cf2,0,0,0,1,0,2,2,0,1,0,1,0,1
825a0977eff63cf1617fcaea8104328c3318256c,0,2,0,1,3,0,0,0,0,0,2,0,0
825ebfb77a3af0072c32c4f4af65029864ddd6ba,0,7,0,0,0,0,0,0,0,0,0,0,1
8276405881573cdfcb5882dad6637e2eb07fd29c,0,3,0,1,4,0,0,0,0,0,0,0,0
