OTU,S110_L001,S111_L001,S112_L001,S113_L001,S114_L001,S115_L001,S116_L001,S117_L001,S118_L001,S119_L001,S120_L001,S121_L001,S122_L001
9066b55f6d71294e69abb38e1d73f046e3750e79,10,0,0,2,0,0,0,0,2,2,0,0,0
9082d86efeb173b40c60cfb3148a75b93a980ecc,0,0,2,1,0,5,3,2,1,1,0,1,0
9149e6f6e960f67495949b54d3b35623eeec6848,0,0,2,1,0,6,3,2,1,0,0,1,0
91a27aa4f2150cc566660ae02fb16537deb49816,0,0,3,1,0,0,2,5,0,0,0,1,4
928e3fbe06bbd6974a9bfa2ea2962ac373a55f4c,0,0,0,1,1,2,4,3,0,3,1,1,0
92fa9e6ce7d23e4915b558f3176f4ccdb4e3f168,0,0,1,1,0,7,1,4,0,0,1,0,1
9300a81b38f1ba7c5b7eb668f7d6bc2a42e52473,0,2,0,7,6,0,0,0,0,0,1,0,0
9314cbb650d26cdea98321fb43a7ade232bda5c4,0,0,0,7,1,3,1,3,0,0,1,0,0
94c452b6a9c5c041131175010e4a93ef3f0fd117,12,0,0,0,0,0,0,0,2,2,0,0,0
94c9e46db435c1f978cea2f38fd18d55e699a5c2,0,6,0,1,6,0,0,0,0,1,2,0,0
95cca6f92775c6e9fb74d5589baaddcf132a8a01,0,0,1,0,0,2,4,3,1,2,0,2,1
95cfc755bd471919ed69f437eb945be6bfe26d4a,0,4,0,4,5,0,0,0,0,2,1,0,0
969386e1a713db0b8927784a2453e78908fbf42e,0,2,0,6,6,0,0,0,0,2,0,0,0
96f8401f04b8eeb9a80164ff42732b6fcef4f664,0,0,5,1,0,1,0,4,1,3,0,0,1
970ecc862424a0a1d989a739830e030b478e9a64,0,0,0,2,0,4,2,2,1,3,1,0,1
9754f874d120798fac30d6495e5cda40674775a3,1,0,1,2,0,4,2,0,2,0,0,4,0
9755eb56b616b80dd2a6fcc8310e23798af22001,1,0,0,0,0,5,4,3,0,0,0,0,3
985c0d7c2643dd31b333086d123f9e04abe44e0d,13,0,0,0,0,0,0,0,2,1,0,0,0
98bc2df290d6a8a0f75e94e4434486e1c142ec0d,0,0,0,0,3,1,6,0,0,0,2,2,2
998a808541786cc90ba2314c51dba352c827f751,0,0,0,10,4,0,0,0,0,1,1,0,0
99911be01a1904ee9d6eb9db09ee071bdc778b11,0,0,0,1,0,10,3,2,0,0,0,0,0
99c82c95ab733c3f6b97ea24509e03859490f654,8,0,0,0,0,0,0,0,2,5,0,0,1
99fd2a128b32b37ef28f5baf0dca879d4fdaa336,0,0,2,1,0,6,3,2,0,1,1,0,0
9a44acddace5a14b5cf98ee990c47de83c27cdb8,0,3,0,5,5,0,0,0,0,0,1,0,2
9ac8338e006a515a907b15ab24015d36cd593475,0,0,2,0,1,2,2,8,1,0,0,0,0
9bb1da09b748b5ca5554704383086530d5853684,0,0,1,0,0,6,2,4,0,1,0,0,2
9eba76eaf699441ea4618c79fcc77a360f226d85,0,0,0,2,1,0,1,0,0,3,5,3,1
9eff5779c513a5d8c6a6bcf438a528da65d0acf9,0,0,0,2,2,1,1,2,0,4,0,0,4
a0dce20a7b1e0b453be5880be2d8759cd76d4e87,3,0,1,0,0,8,1,1,0,1,0,1,0
a19ac86e711c4c71ef1c87f367ed6725ebfa2e16,0,4,0,4,4,0,0,0,0,2,0,0,2
a1b366c7382bbe8b41b7e693cfa0f56e478867fa,0,0,2,1,0,2,1,2,1,4,3,0,0
a1c7959c3971ce505da8398d5ceb27c4453ddf22,0,0,0,1,0,0,3,1,1,1,1,4,4
a2486e239c30c4fd5791d67bd4b979e467384db5,9,0,0,0,1,0,0,0,2,4,0,0,0
aa1fcb23afa34844dbe07ccde485fc36f89d883f,0,3,0,4,6,0,0,0,0,1,1,0,1
ab31fee1e371f3922dc3e675ae623276d623c013,12,0,0,0,0,0,0,0,2,2,0,0,0
ad428bd6fc0988b65c931123976d9bbb823d5df7,4,0,0,0,0,0,0,0,2,7,1,0,2
ad72b2e86f6ff14da3aeeabb00ad90f33fd4d5b6,15,0,0,0,0,0,0,0,0,1,0,0,0
aef0898d75ec51b3260b3ac9a3a6be2b99feb73c,0,0,0,2,2,3,2,3,1,0,3,0,0
b188041ca4a7b89fc000db70116b4bb229947dbe,0,2,0,6,7,0,0,0,0,0,0,0,1
b1d5c13f8912615575d85f9076b45a05e4ae6b60,0,2,0,5,7,0,0,0,0,0,2,0,0
b223a146ecdcb610eccb8081246c96a9027da760,0,3,0,2,10,0,0,0,0,0,0,0,1
b31fb7651585e63815fd99b02a5cf568bf8c1f7d,0,3,0,5,6,0,0,0,2,0,0,0,0
b3c0e061504757c7554bc6126b869e54eb3160b9,0,0,1,0,0,6,4,2,0,0,0,3,0
b43ae620da061a8dc36eea4755cfa2b2511cca31,0,1,1,0,0,7,4,2,0,1,0,0,0
b668c2ef23958424faa2f8fef7b9e2f7906d3ac2,0,0,0,0,0,1,7,0,1,3,2,0,2
b6e8a6044aa81b74e82867a84bc21b34e7bda379,0,0,1,2,0,2,4,3,1,2,0,0,1
b6f4889f50b719e29dfc14eda01c18f9f17363c3,0,0,0,1,0,3,4,4,2,1,0,1,0
b7ff1caca36c0d70c1934798a542c502f9f068f6,0,0,0,2,0,1,3,0,3,0,1,1,5
b82c47b7d9a233a511066db242bd194dfee9ef4a,0,0,1,0,0,6,2,3,2,2,0,0,0
b87359b8561b05a01db24ed8a1ba4f236c51b458,0,0,1,1,0,0,3,5,1,2,1,2,0
b93fa772953c5d72ac86c8a4a445299dc63833cb,0,16,0,0,0,0,0,0,0,0,0,0,0
b975cea0dd46a7b6333aa3641af74b34dd49154c,0,0,1,1,3,2,1,4,2,0,2,0,0
b9abd9e179d1a2bc5d4e255afd4af6f22ffd92ba,0,0,1,2,2,3,2,1,0,0,0,2,3
ba0a5030a511ddc970d84f8d493813369533a0d4,0,0,3,1,0,3,2,2,2,0,1,0,2
ba2f8d33f868d8e48d07edafd494b3c9f754e21a,0,0,0,0,4,0,4,4,0,1,0,0,3
bbb5b26787c642d7b7b4fdf925212edcebd075c4,0,0,2,1,0,2,1,3,1,2,1,0,3
bbc2b5eb06e7acc4169c6bf1cd4c2c8cd0ca435e,0,0,0,2,0,4,6,1,1,2,0,0,0
bbfbd8d4f8dc8d4ffbb9533d54b55020f182245b,0,0,2,0,2,2,4,2,2,1,0,1,0
bc21c6414d48e13bbcc785f7cbc8f8aa91f28078,0,0,2,0,1,3,2,6,0,2,0,0,0
bc22d78e0926baf8ec2311a5672a9214730b5652,0,0,0,0,0,2,5,1,2,1,2,1,2
bd9a8916e41b3bc609563a54a6eb204a6268bfb3,0,0,2,3,3,4,0,0,1,1,1,1,0
be806208a019d5e6d33b663605124d9c4f65f1a4,0,0,0,1,1,1,8,0,1,1,0,1,2
beec7919432143b4f9555a93599eb8413999a4fc,0,3,0,3,7,0,0,0,0,0,0,0,3
bf7154af023121d13149867ec1c6dc4a3a949895,0,0,0,1,0,5,4,6,0,0,0,0,0
bfbf52c0a4729af081540545833e9560af6b9778,0,0,1,0,0,5,0,5,1,4,0,0,0
bfc5298e373321879c56204ca58e51c78bb681d2,0,0,3,0,0,7,2,1,0,0,3,0,0
c0d2fec9fb96b985b4fbc65377c4c284d42bab87,0,0,0,2,0,0,7,3,1,1,2,0,0
c189f029c3c018d161fc6375c696991117e8655f,0,0,0,0,0,6,1,3,3,0,0,1,2
c191fa7ba9f91a108c5b562d3e8234b273608cfa,0,0,0,4,1,3,2,1,0,0,1,2,2
c1d5db33addb1dca8696ae2f4ecb77b4cb5bd8c3,0,0,2,0,0,2,3,2,0,1,1,2,3
c2f318e75ad39d3cdf1fe74d40b10060e70cca70,7,0,0,1,0,0,0,0,5,3,0,0,0
c3edfd5d93ed3484a95cb3cc57fe16bd6b319798,0,0,5,3,0,5,0,0,0,3,0,0,0
c4446213bd0dc44767f275b08fc0b7cb137a1139,5,0,0,0,0,0,2,0,2,7,0,0,0
c67916f6523b324496816c8a8fc80508c23c9662,1,0,0,0,0,6,7,0,0,0,0,2,0
c6a43d2a457ebf9e3f27f65b5ea7d53320244d23,0,1,0,7,3,0,0,0,0,2,1,0,2
c76a462d3e0719d66ac71d94e5183b8c90c4aed0,0,0,1,0,1,5,5,1,0,1,1,1,0
ca471e9f0f34878cf878015cc2783c65132dac24,0,2,0,4,6,0,0,0,0,2,1,0,1
ce0c3badd084e9532ed3b355011defe51fc9f7b4,0,0,1,2,0,4,2,1,1,0,1,2,2
ce5598d8f364f8d1def8ed36cd9e5115d07194e8,0,0,0,1,0,6,6,1,0,1,0,1,0
ce8ababd99d60ea1321c02317847fe03ae0dd52e,0,1,0,3,0,2,1,7,0,1,1,0,0
cf1944f93f07be7374ff4d0bdc616041976d9c82,0,0,1,0,0,1,8,2,0,0,1,3,0
cf5d74fff5afc0bef89de4c3151f3482ad2b2d70,0,0,4,1,0,5,3,0,0,2,0,1,0
d0e300037aa02efb1210f64fbb2c75bc4f785584,0,0,0,0,2,1,4,0,0,5,0,3,1
d149bb96b4c870466ba0c6e01d5da3dc2eac8e53,0,0,1,4,0,3,2,5,0,1,0,0,0
d21a3610f05b54c7393886f0a12d1ecfd4f6caf8,0,0,0,0,0,0,3,1,0,3,1,8,0
d235fe52696ac2faadce7fc1bff698375e552bee,2,0,0,2,0,1,3,1,1,2,0,2,2
d288ee37ea666fc0c11610cc495abfb8a5c117ba,0,4,0,6,6,0,0,0,0,0,0,0,0
d2b2e371ce25ca9d4faa30ea0b7adbe35d933b67,0,0,0,2,2,1,1,0,1,1,0,7,1
d34cd17faa56e90786ec9819b4283b6bedd3f494,0,6,0,3,3,0,0,0,1,0,0,0,3
d491a4def2d110b97b49214484018969e6499c3d,15,0,0,0,0,0,0,0,0,1,0,0,0
d54fd39849e59083e4b840c7f6635c1993b10cbd,0,0,0,1,0,5,3,1,1,0,0,1,4
d55c023492fe6db8e659594a5a0593a92a338dbe,0,3,0,3,5,0,0,0,0,2,1,0,2
d5ef28c2269e42deeba1b60c06c69529dc4475b7,0,7,0,5,4,0,0,0,0,0,0,0,0
d6ce26a4c581a7ca1b939f07ff1fe04376b0e1aa,0,0,0,1,0,1,4,1,0,2,2,3,2
d8737e31364fc6be2e880f6d4dd55c5e7f79691a,9,0,0,0,0,0,0,0,3,4,0,0,0
d8ea8dbb2ae7a6e38c8f4f1b9f4be7105fac4b73,11,0,0,1,0,0,0,0,1,3,0,0,0
d96315fbe7e016d06b66db136e0f34baf58469f1,0,0,1,2,0,2,3,0,0,3,2,2,1
d98346319f0a2b3bb0be8d9cd36fb679bbc00968,0,0,3,0,0,5,2,1,1,1,0,1,2
d9dc910db2145ef4071da15808bce1835965e878,5,0,0,0,0,0,0,0,4,7,0,0,0
d9fc6b4d266cd59b49dabf63f365cb77d72ee14c,0,0,4,1,0,1,2,2,1,2,2,0,1
dbde5b7d52c6cde31f6fa144eba73d526adbe7c6,0,0,0,3,0,3,7,1,0,0,0,0,2
dc491af2291936d532639bef9de4526e1a45f975,10,0,0,0,0,0,0,0,2,4,0,0,0
dcb701e20fd5d486eebe2b13fd7b5bbcf1082b69,8,0,0,0,0,0,0,0,2,6,0,0,0
dcfe76a233327e58615dae15131b023ad22ea1ce,0,0,0,3,10,0,0,0,0,1,1,0,1
dd0e86c22503545449b29969bf3173621aa4b9f8,0,0,0,0,1,3,6,0,1,2,0,0,3
dda79632b9d40929fbc746534f5a973087420e2f,0,0,1,1,0,7,3,2,0,0,0,2,0
de396a9d93977faf3fee33b6beeae48e66a543da,0,1,0,7,5,0,0,0,0,0,3,0,0
de63a0440f440e2221e9b879c0bffe75be9e30bc,0,0,0,2,0,5,4,0,1,3,0,1,0
e078a42b14625bfa9d395204ef8706e6c637b564,0,0,0,0,1,0,7,0,0,2,0,4,2
e0a977fb0eaae5f7079e1d157ff02b17861bbd12,0,3,0,2,10,0,0,0,0,0,1,0,0
e1595387c4ce2b423b6ae8e7b35e3fe276374bd2,0,0,0,2,0,4,7,0,0,1,0,0,2
e1a51240f920aa9d8606edfa5df98eed3a49e6b0,0,3,0,4,6,0,0,0,0,2,0,0,1
e2f6ae6ef0eebf28f2c6819a563ffe9c47db9d02,0,0,3,1,1,5,2,4,0,0,0,0,0
e43898962605bad8649ab14775e90f8edaef4fed,0,0,0,1,2,2,5,1,1,1,0,2,1
e4a5f220926ec4a6ad66197d97edfc13c410d47c,0,1,0,7,7,0,0,0,0,1,0,0,0
e530e394cb8e91dbeb9f15f756372a92163403f6,0,0,2,1,1,9,0,1,0,1,1,0,0
e5903396ef8b3ddb29bc27af920a96719686760b,0,5,0,3,6,0,0,0,0,1,0,0,1
e6ad2c49f77f541307c17dd402079fd7377a13d5,0,0,2,0,1,4,1,2,0,1,2,2,1
e6ad9b0a7aa265a074de2f95b21efd5b4fa0a907,0,0,1,0,0,2,2,6,0,1,2,2,0
e79ada0dc5eeb06e4ae709cdba96e1ca7c5b421b,0,0,0,0,0,0,3,0,2,5,1,4,1
e8a00bd1079001185f53b0c54776db2aebe00db7,0,0,1,0,0,2,7,3,0,0,0,1,2
e8a7e94afeb511e85b1b870af0e185f83758cf0c,0,0,4,1,0,3,2,1,2,2,0,0,1
e93bce998b14512c7f2856649eee9e66df3288b5,0,5,0,3,6,0,0,0,0,0,1,0,1
e9528a62a14d0e990ed1a7e0c6c22be264e797db,0,5,0,3,3,0,0,0,0,0,1,0,4
e96ce3d89f07a8da1eda61c5a881a54cced6bae2,0,3,0,6,4,0,0,0,2,0,0,0,1
e9ebc8e7ac8ef486665e1d350dbe7206a9b20f87,0,0,0,0,0,8,0,3,0,0,3,1,1
ea94f9db2ee9db4295fbb9a220d532f413df4270,0,0,0,3,1,3,4,2,0,2,0,1,0
eabcba0006921d2e5bbbb2b1e4e22a1823f5b5a4,0,0,0,0,0,2,7,0,0,2,1,2,2
ead348fd966552c5684ad13b6a781d719e0e97d8,0,0,0,0,1,4,2,1,0,5,0,2,1
ec8263a5d652733a6a3df25fd78b5cafb7631728,0,0,2,1,0,5,2,1,2,1,0,2,0
ec8db748ee6c0e2c107807006de4beb005d3dbcb,0,0,0,1,0,1,2,3,0,2,2,4,1
eceda923406f9a0ee8507c4e1da7392a93d1760e,0,0,2,0,0,5,0,2,0,0,1,0,6
f076c1240c1a06d284ab4d530a140383b5a4d84c,0,0,0,1,1,1,5,0,0,1,0,3,4
f16f24d4f35a6f2ef88dbd233d533e9b7ba6d4af,11,0,0,0,0,0,1,0,2,2,0,0,0
f1b902e5fc1dbe0537a011ccc0349cc768a2c102,0,0,0,0,1,5,3,0,0,2,0,2,3
f1fc68e894ea85fa6c9203909336757bc0b85823,0,0,1,1,0,3,5,3,1,0,0,0,2
f21c400a687bb2ac84569c2afa8395d5ffebabc1,0,2,0,6,6,0,0,0,0,1,1,0,0
f3fd430f59a28ec9771755f18397ee8e6e0d7710,0,0,0,0,0,4,2,0,0,4,0,1,5
f4abe7f21abcaba1fdbc05a7e5da5b83660af095,0,5,0,7,3,0,0,0,0,1,0,0,0
f5019d737f002ddd67c511f2ee54735e461b0bdd,0,0,0,2,0,8,4,0,0,2,0,0,0
f522f4c57aa02f202de38f2fed26ede31aaf0be3,0,0,1,2,0,3,1,5,1,1,1,0,1
f54bc0230211a538999dc4cf2e64a850f7b9979b,0,0,1,2,0,4,3,5,0,0,1,0,0
f5a446e2888bd5b46a0487c941f29b87fd5f3683,11,0,0,0,0,0,0,0,0,3,2,0,0
f671a8162964f2f3a4cf37d6a45797cb3f4a73c5,0,1,0,7,6,0,0,0,0,0,0,0,2
f8ad393bbeff4d8609eaafbc3e520be956b9c127,0,0,0,0,1,1,7,3,0,0,1,2,1
f9bd063076f0d257de3ad1298e76490fd552d46b,0,1,0,3,5,0,0,0,4,0,1,0,2
fa16b8e9195dd04b4530854b6bb8f3f32fd4f060,0,0,0,2,0,6,3,4,0,1,0,0,0
fa4f028404b32f550fac2315c1efd7df11e2c5ec,0,4,0,4,7,0,0,0,0,0,0,1,0
fb27c0d5a697d406e8ce61d258ae97e64cc218ba,0,5,0,6,2,0,0,0,0,1,0,0,2
fc62daff8523bc643128ab3a732e1cd20e82637a,0,0,2,0,0,3,2,2,1,1,2,2,1
fc85463cf1b2e543a91c36deea91eafbbcb854cb,0,0,0,0,0,3,5,2,2,1,1,2,0
fcc096a3bd05d464b3bb50f12bfca4e1b3c317fb,0,5,0,3,7,0,0,0,0,1,0,0,0
fd00b3d77ad1402f197e82edd7acae110b2d556a,0,0,0,0,1,1,7,2,1,1,0,2,1
fd71b95c803905a169b314e7171f9ea4bdfa0401,10,0,0,0,0,0,0,0,1,5,0,0,0
feaf98027e7047c319e087848fba6dfed8ddda2e,0,0,3,0,0,8,2,2,0,1,0,0,0
fef28d16ab718d79a58f1584ae0ece0fd4b2f6a2,0,0,0,0,1,2,7,0,0,0,0,5,1
005f3ef9c282b421d7e68dbb32167bda9a3b4c5c,0,0,0,0,0,2,2,4,2,1,1,1,2
006672e4917c01ac1fd54295e4f0002dbd4e7f73,12,0,0,0,0,0,0,0,0,3,0,0,0
01133cf2946151ed159f605ae9738473cc6970c8,0,0,0,0,0,6,1,6,0,1,0,1,0
01567a102c62342befa778653108c3324117a43a,2,0,1,2,0,3,3,0,0,0,0,2,2
018f28dd6650e520108dec26103083d4330bb189,0,0,0,3,0,6,4,0,0,2,0,0,0
027bbe31803ec4061e19067b4b099254b5550c82,0,3,0,6,4,0,0,0,0,1,0,0,1
03337182d46667197c4fa7e65394f7fa0c5a76c3,0,0,0,2,0,5,0,3,1,0,1,3,0
03572c45e8d9517ccf4783c748ab595cba2aef8f,0,0,2,0,1,8,0,2,0,0,1,0,1
04a24838861a842e9baf790b5f8be9ad282475e2,0,0,2,2,0,2,4,3,1,1,0,0,0
056863aabd1d57278659b7e94708b147027a3538,0,0,0,0,0,3,5,1,0,1,0,1,4
0581429fd298c25da4df73993ed7d99927db8556,0,0,0,0,0,5,1,2,0,3,0,2,2
059d00f2b3791956996c10a93e992708c9b156f0,0,0,1,0,1,2,3,6,1,0,0,0,1
0711ed2773cd43cf00c777fd4011812eca3c9749,0,0,1,1,0,9,0,1,1,1,0,1,0
0729e671d54308b2d4e1e6d78154df3dde956cf5,0,0,4,1,0,5,0,4,0,0,0,1,0
07b6fa785513498f56e35dc778bc5de388e55f2b,0,0,0,0,0,3,2,2,2,2,1,1,2
08e01fbdf1f7f09f60496e9db89ac886ca02a0e5,6,0,0,0,0,0,0,0,4,5,0,0,0
0a69aa5f29e0a92fd2f2517e6411c1249e2f4cf9,10,0,0,0,0,0,0,0,3,2,0,0,0
0a6ecebb7b5d7d5b5dd4bedd9266d281028dd829,0,2,0,6,3,0,0,0,0,1,2,0,1
0b1f149536a2eb8e1279c62065da83c4bd6e6790,7,0,0,0,0,0,0,0,1,5,0,0,2
0cbe252162bc5ef02e40567ac55ed254cac7ef7e,11,0,0,0,0,0,2,0,1,1,0,0,0
0da717c0d3721d41038355c2e18547c8638e0aab,0,1,0,3,6,0,0,0,3,0,1,0,1
0db0d90ae10c3d8a27772d5e7ce5ba078bb0b139,0,1,2,2,0,3,2,5,0,0,0,0,0
0ea09ec47f374a7b01fb434b879ad3e173d83d9b,13,0,0,0,0,0,0,0,0,2,0,0,0
0f025fcf080f6d2ad36ea5cc2d3e1a774d986a33,0,1,1,1,0,4,5,1,1,0,0,0,1
0f6d3cf73431e96599ef6c4607cc6fe900ce74fb,0,0,0,1,0,7,1,6,0,0,0,0,0
1041d85a127b2e43624e738199b1355314d31197,0,1,0,5,8,0,0,0,0,0,1,0,0
1054b637690bd7c8b19d46b1a78e6808a9e45c8e,0,0,0,1,1,0,4,0,2,2,0,1,4
1167a530b9a2ba1cb37d627eb7541a13bbca2542,0,3,0,6,5,0,0,0,0,1,0,0,0
11be9b07ff07e45b8aa176868dde24810b3e4155,0,0,2,1,0,3,0,4,2,0,0,3,0
12c493d4e0a16ccf7f75f33ef1fbb24fa09547d6,0,0,1,3,0,2,2,1,1,1,0,3,1
133f4d1ff3cb32cb0b60f73afc821c96f0021e7b,0,0,1,1,0,3,1,2,2,4,0,1,0
134eb383ccac7faa6af75846daf0e6db1f15b600,11,0,0,0,0,0,0,0,1,2,1,0,0
1372253bd1e31a55a90164dac3d8fb5f42e69014,0,10,0,0,0,4,1,0,0,0,0,0,0
14002e67a20aa22d6a02c6256514dec75a50a491,0,0,2,0,0,7,1,4,1,0,0,0,0
142181f525ac3581ea167db7d4c8a53fe7c6d0d3,0,0,0,0,0,2,1,0,0,4,2,3,3
143a651999e0ac4f2151498e4fcafedeb6e6bb8e,0,0,1,1,0,1,2,5,1,3,1,0,0
14493554188e98cd29c04adab1d78a5b6500636d,0,0,3,3,1,2,0,2,3,0,1,0,0
146541bf5f99d0eecac2df8c8e9ec3b86927593c,0,0,0,1,1,0,2,2,0,1,1,5,2
1502d62dc759cdd855f6f274461616e7d708c96c,0,2,0,9,4,0,0,0,0,0,0,0,0
1635cccde76406b03916e2dfe2a243d412d80838,0,4,0,4,6,0,0,0,0,0,0,0,1
172504d97e9c76fd43dd1400111f2e1b773e5ddf,12,0,0,0,0,0,0,0,0,2,1,0,0
1749b118ccba3cdf15c9fa1aff5215d1494769bd,0,0,0,0,2,1,9,0,0,3,0,0,0
1769a530827c9d5d9d1c9e365f808da62c348c03,0,0,2,0,0,4,4,3,1,0,0,0,1
1788f966372f47d90ba94599606193cb21ee5d9e,0,0,1,0,0,6,3,2,0,0,0,1,2
17a58e2e36cf11e80d0ce916c7d14a124ebbb45d,0,0,2,2,0,5,1,4,0,1,0,0,0
17d3dd62c582572e1b374c50dfd44b3737f32698,7,0,0,0,0,0,0,0,5,2,1,0,0
17eccaa917209eacac413f4195049ebfab1f87c1,0,0,0,0,2,0,2,3,0,2,2,3,1
199dd59625102cd79f2b3092cdb371f64e1d3b51,0,0,0,3,0,2,6,2,2,0,0,0,0
19a9a57c3c9aefab80da2dd658202b0030fff68c,0,0,2,0,0,1,0,1,2,1,2,1,5
1b675b17aaf7fb87bc7491ef4a6b9ec22c680eab,5,0,0,0,0,0,0,0,5,5,0,0,0
1b947a162b8f16753d2efb366a9e9cf7b9f57aa1,0,0,0,1,0,4,3,1,2,1,0,0,3
1c23db37a1a0043fac5e102fc5de20bd1585a7cc,0,0,0,0,0,4,3,3,0,2,1,0,2
1ca011f2d077d3c3be0b631f844d28b55da1ea56,9,0,0,0,0,0,0,0,4,2,0,0,0
1cffb1f392efc50b66f2829f4abbb881a111eecc,0,0,0,1,2,1,2,1,0,2,3,1,2
1d110df0605e5e546e040a01f7821e66f98d4a1a,0,4,0,2,4,0,0,0,1,2,0,0,2
1dc9c00e51639dabcae2fd8546c71186cda644a2,0,0,1,1,0,7,4,1,1,0,0,0,0
1e945f8ca531039e5515f830216f43d3aa34924b,0,13,0,0,0,0,0,0,2,0,0,0,0
1e9ffa0f70a4206f4fbed750312880424e1382b8,1,14,0,0,0,0,0,0,0,0,0,0,0
1fb0659ab2d559628e3a15828b08a52c8506803b,0,0,0,2,0,1,4,0,0,1,1,2,4
20821dcdb8a9c1a16206f0dcd0672b66c697895e,0,0,3,0,0,3,3,2,0,1,1,2,0
210d6351d90595768f7d76d18d19e0656725c3d2,0,2,0,3,9,0,0,0,0,0,0,0,1
22409065e778bab6d9d0d5d901f99029b07bd99b,0,0,2,1,0,10,0,0,0,2,0,0,0
2277c829537d1bfd71c41f381491ba423a394d0d,0,0,1,0,1,5,2,3,3,0,0,0,0
227ce4ecdbf86ffa0913dea3deea249b8ba20af2,0,0,0,1,0,4,1,6,3,0,0,0,0
228259d2028749920733f5f23385d6b372c2771a,0,0,0,0,2,6,2,0,0,4,0,0,1
22e21b74f1d1639a4144c837f1437f0d789dcee3,0,0,2,2,1,3,2,2,1,2,0,0,0
2331b87622afa96f61f6dffb9eab04f6badc1d7e,0,0,0,1,3,0,4,0,0,4,1,1,1
24b2bb0ba2d166aba4e82557dabbb85674e5c569,0,0,3,0,0,4,1,1,1,2,2,0,1
25062c590ae83b9ab48dd99c34e40ff378d92be4,14,0,0,0,0,0,0,0,0,1,0,0,0
257775d21285747c2146b21484856b3e4b360ef2,8,0,0,0,0,0,2,0,2,3,0,0,0
271a879eb4af32b675cf8a2a1a59ccf28111ba95,0,4,0,3,8,0,0,0,0,0,0,0,0
2750200d4f222a2b33d1d98a8d10efb1e6346b99,0,0,0,4,0,1,2,0,1,4,0,3,0
27601ddc6a6d8da14c452a9420c96bcad9a6a821,0,4,0,3,7,0,0,0,1,0,0,0,0
279f33775b3d91d0a9750aaa112ef915e4198ea1,0,6,0,4,5,0,0,0,0,0,0,0,0
2a02201bf0faeb8c6e67f28d412fb80dd56e7347,0,0,0,0,0,4,3,2,0,2,2,2,0
2b1dbdfb931f0e2fec0b1a960917b2493b5f7a50,10,0,0,0,0,0,0,0,1,4,0,0,0
2c367c7d28ef9814cf98dc7265120dd9bacf27e7,0,0,2,1,0,2,3,1,0,0,2,4,0
2d1b270011bf6bd140658ba0f1a97f2a3f133be4,12,0,0,0,0,0,1,0,2,0,0,0,0
2d495d707287d2bf129f04ea88b5623746883475,0,0,2,2,2,2,1,1,2,1,2,0,0
2dd273931912c0a76ce6b2ffeb8b97813bafd156,0,6,0,1,6,0,0,0,0,2,0,0,0
2e4ffc685cecec40aa64f34a832e81c505ba954b,0,0,0,1,0,1,5,1,1,2,0,3,1
2fb928127b3760b384dab54396c3079762094b58,0,0,0,2,1,1,2,0,0,2,0,4,3
30a439e7316791f2dcbefef5b19e65f78d8f0368,0,0,3,1,0,3,1,4,0,0,3,0,0
320f8510178188c5f3ca7a2e1efb06b12c5efc44,0,0,1,0,0,6,1,2,0,1,0,4,0
323ed549c4d5a13989f17897299eee32ab356fef,0,0,2,0,0,4,4,2,2,1,0,0,0
32562c957fb4e499d1180e68e073ea7f32170674,0,0,1,0,1,2,2,0,0,2,0,5,2
32780131734ebd6ae291710716b5ef8c0836816d,0,0,1,0,1,2,4,0,1,2,2,0,2
327cd9609063156a4f3a52ed49141115e32b85bf,1,0,0,1,0,0,3,3,0,0,1,6,0
32ed4a3c52e366cc5edac78433816d42db96a92f,1,1,3,2,0,2,1,2,0,1,2,0,0
34207b331a6deaf3a11721c5f08bb94dd886c561,0,0,2,0,0,4,1,4,0,1,0,1,2
356537bc1537f876cc1971233b10d5efe9ea1622,0,0,0,0,1,0,2,0,0,3,1,4,4
36bf10fce0aad68e50a7de2ed5a694b3b8b912eb,0,14,0,0,0,0,0,0,1,0,0,0,0
37e2e1ac8a3e0944bfdecd34c5c2c663a072f37d,1,0,0,2,0,5,2,1,0,1,0,2,1
37f238b3c90f1526f9b4a8e3184ed0c4661a5a6c,0,0,1,1,0,4,3,3,0,0,0,3,0
382eaa5c92630fb0fdcf39321ab921aa6653c5de,0,0,1,0,0,6,2,1,0,2,0,0,3
38bf2933fee1d364b66f69aad1009518ef01d6b1,0,0,1,0,2,0,2,1,0,2,1,3,3
398e2e0141a0b5190701d346553be6cdbc7674b2,0,0,2,2,2,3,4,2,0,0,0,0,0
39af53c8c1df39ad49a7af17f2e0a6cfdadd6e50,7,0,0,0,0,0,0,0,0,6,0,0,2
3a93d588bf3bb2598994ac2fa2232ab91dca3c94,0,0,2,2,0,3,3,2,0,0,3,0,0
3b1893d5ceb626be09d274ec121251b5c0b6f1d0,0,0,0,1,2,1,3,1,0,2,1,1,3
3b43289424ad2b77ff68bcf65d13db4c222a52bb,0,0,2,1,0,6,2,3,0,1,0,0,0
3bb40e4e6439cc0010753c5d9f883a090b9af7ae,0,0,2,0,0,2,3,2,3,1,0,2,0
3c67d27beacc688bb5df2fda2d398d6af60118c3,0,0,0,0,2,1,2,1,2,0,3,2,2
3cd300249176d39eac33d3b4a47d5336f96794c8,0,4,0,3,1,0,0,0,3,0,1,0,3
