OTU,NEF_NEBEDIV_CSG61_2025,NEF_NEBEDIV_CSG62_2025,NEF_NEBEDIV_CSG63_2025,NEF_NEBEDIV_CSG64_2025,NEF_NEBEDIV_CSG65_2025,NEF_NEBEDIV_CSG66_2025,NEF_NEBEDIV_LAU1_2025,NEF_NEBEDIV_LAU3_2025,NEF_NEBEDIV_LAU4_2025,NEF_NEBEDIV_LAU6_2025,NEF_NEBEDIV_LAU7_2025,NEF_NEBEDIV_LAU8_2025,NEF_NEBEDIV_NR31_2025,NEF_NEBEDIV_NR32_2025,NEF_NEBEDIV_NR34_2025,NEF_NEBEDIV_NR35_2025,NEF_NEBEDIV_NR37_2025,NEF_NEBEDIV_NR38_2025,NEF_NEBEDIV_NR39_2025,NEF_NEBEDIV_RG11_2025,NEF_NEBEDIV_RG14_2025,NEF_NEBEDIV_RG15_2025,NEF_NEBEDIV_RG16_2025,NEF_NEBEDIV_RG17_2025,NEF_NEBEDIV_RG18_2025,NEF_NEBEDIV_TRI41_2025,NEF_NEBEDIV_TRI42_2025,NEF_NEBEDIV_TRI43_2025,NEF_NEBEDIV_TRI45_2025,NEF_NEBEDIV_TRI48_2025
OTU_00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_00003,10,1,17,0,0,0,0,0,0,0,0,35,19,3,0,9,8,1,20,5,6,79,9,0,11,0,1,0,6,0
OTU_00004,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU_00009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
OTU_00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0
OTU_00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,13,0,0
OTU_00014,9,0,0,0,0,44,0,0,0,3,0,0,0,0,13,6,4,0,1,0,44,0,0,0,0,0,0,0,0,0
OTU_00015,1,0,60,0,10,0,0,0,0,0,0,0,1,1,5,0,6,0,0,0,7,20,15,3,5,0,0,0,0,0
OTU_00018,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00019,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_00020,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,26,0,0,0,0,0,0
OTU_00023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00024,2,0,0,2,8,0,0,1,3,2,0,0,0,0,2,0,0,0,0,1,2,0,1,0,9,0,3,0,2,0
OTU_00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,5,0,0,1,0,2,0,0,0,0,0,0
OTU_00026,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
OTU_00029,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00030,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00031,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_00032,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_00033,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00034,19,7,20,66,2,4,0,0,0,0,0,0,3,0,322,95,1,5,9,45,24,0,0,101,0,0,0,0,0,0
OTU_00035,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,5,1,15,1,3,1,1,1,0,0,0,0,3,0
OTU_00036,0,0,0,1,41,0,1,0,1,2,7,10,0,0,2,2,0,0,0,0,2,0,0,32,0,0,0,0,0,0
OTU_00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,38,0,0,0,0,0,0
OTU_00038,3,8,2,3,1,0,0,1,0,7,0,1,1,0,0,3,0,2,1,0,5,13,9,8,5,0,7,3,3,0
OTU_00039,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU_00041,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00042,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_00043,18,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_00044,8,3,0,0,0,5,2,3,0,0,0,17,31,8,5,0,141,4,5,6,122,517,67,0,14,0,1,4,3,0
OTU_00045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_00048,7,0,0,0,1,0,6,0,0,2,26,24,0,0,0,2,11,0,0,0,2,0,46,8,4,0,6,63,12,0
OTU_00049,0,1,0,3,0,2,1,0,0,2,0,0,6,1,0,0,3,0,1,0,0,1,13,1,2,0,0,0,1,0
OTU_00050,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,10,3,0,0,1,0,0,0,0,0,0
OTU_00051,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
OTU_00057,1,0,0,2,0,0,0,0,82,30,0,0,4,19,0,0,0,0,1,0,0,5,0,0,43,0,0,0,0,0
OTU_00059,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
OTU_00060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
OTU_00061,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
OTU_00067,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_00070,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,3,0,0,0
OTU_00071,7,2,0,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0
OTU_00072,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00073,0,0,30,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
OTU_00074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0
OTU_00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
OTU_00079,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00080,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
OTU_00081,2,0,1,0,2,0,18,2,4,2,0,0,0,2,2,11,0,1,0,0,0,4,0,0,1,0,1,0,0,0
OTU_00082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0
OTU_00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00085,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
OTU_00087,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_00088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00089,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00090,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_00091,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00092,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
OTU_00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,2,8,0,0,0,0,0,0
OTU_00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
OTU_00096,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
OTU_00099,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00100,0,0,0,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
OTU_00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
OTU_00102,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_00103,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00104,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,4,8,0,0,9,2,0,0,0,0,0
OTU_00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU_00106,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
OTU_00107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU_00108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_00109,0,0,0,0,0,0,1,0,0,0,0,0,25,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_00110,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_00111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0
OTU_00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_00115,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_00117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
OTU_00119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_00120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU_00121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,29,0,0,0,0,37,11,0,0,0,0,0
OTU_00122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
OTU_00123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
OTU_00125,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_00129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
OTU_00130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
OTU_00131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_00132,6,0,0,1,0,0,0,0,0,2,0,0,15,1,0,0,7,0,34,0,5,67,25,1,0,0,0,1,15,0
OTU_00135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,68,127,0,0,0,0,0,0,0,0,0
OTU_00136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0
OTU_00137,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00138,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,10,0,2,0,2,0,0,0
OTU_00139,32,0,0,0,0,1,0,12,9,0,0,0,1,0,0,0,0,0,8,0,22,22,2,0,6,0,1,0,0,0
OTU_00140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0
OTU_00141,0,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
OTU_00142,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,12,3,2,7,0,0,0,5,2,0,0,0,0,2,0
OTU_00144,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,20,0,0,14,4,0,0,0,0,0,0,1,0
OTU_00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
OTU_00146,18,11,0,0,3,0,0,0,7,26,0,1,2,0,19,5,0,0,6,0,11,9,19,27,6,0,0,0,0,0
OTU_00147,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_00151,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00152,1,0,0,0,0,0,50,5,0,0,0,17,17,5,3,0,16,0,0,0,3,38,13,0,0,0,0,0,0,0
OTU_00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00154,7,1,0,0,0,0,0,0,4,2,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00155,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00156,0,0,0,0,0,0,0,0,0,0,25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00157,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0
OTU_00158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00160,0,4,2,0,0,0,3,0,0,0,0,6,10,0,14,1,1,0,0,6,3,0,247,22,2,0,0,0,0,0
OTU_00162,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00165,3,0,0,1,0,0,0,0,0,0,0,0,0,0,10,17,0,0,4,3,0,0,0,1,0,0,0,0,0,0
OTU_00166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
OTU_00167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00168,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
OTU_00169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
OTU_00170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
OTU_00171,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00173,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,8,9,15,0,0,0,0,0,6,0,0,0,0,0
OTU_00174,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
OTU_00175,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0
OTU_00177,5,0,1,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU_00178,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_00179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OTU_00180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
OTU_00181,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00182,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0
OTU_00183,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,3,0,9,0,0,1,5,0
OTU_00184,11,0,0,0,0,0,0,0,0,14,0,0,0,6,8,5,2,0,1,0,5,0,0,0,0,0,2,0,0,0
OTU_00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,0,1,4,1,0,0,0,0,0,0,0,0,0,0
OTU_00186,11,0,0,0,1,0,10,0,0,27,11,25,0,12,1,0,9,0,0,6,38,26,74,4,9,0,10,17,16,0
OTU_00187,2,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,2,11,1,0,0,0,0,0,0,0,0,0,0,0
OTU_00188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_00189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
OTU_00190,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0
OTU_00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_00196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_00198,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0
OTU_00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU_00200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_00205,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
OTU_00206,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
OTU_00210,0,3,0,0,1,0,0,0,0,0,0,0,1,0,8,18,0,0,0,0,1,0,3,17,0,0,0,0,0,0
OTU_00212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
OTU_00214,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_00217,0,0,0,1,0,1,0,0,2,7,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_00218,0,1,7,0,0,6,0,2,2,3,0,0,64,0,3,0,6,3,22,1,30,0,4,0,0,0,0,0,9,0
OTU_00219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
OTU_00220,12,1,2,0,14,4,9,25,31,33,0,1,2,0,0,0,0,0,2,0,14,14,15,11,7,0,0,2,10,0
OTU_00221,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0
OTU_00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
OTU_00224,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
OTU_00227,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
OTU_00228,8,6,3,0,4,7,13,3,6,0,0,0,1,3,6,0,0,0,3,5,38,6,48,13,2,0,0,3,10,0
OTU_00230,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00231,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0
OTU_00232,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
OTU_00233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00236,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_00237,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00238,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
OTU_00239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_00240,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,129,5,0,0,0,0,0,0
OTU_00243,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00244,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
OTU_00246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
OTU_00247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
OTU_00248,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00249,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
OTU_00250,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00252,0,0,0,0,50,5,0,0,0,36,0,0,0,0,0,0,0,1,0,0,12,0,0,6,0,0,0,0,4,0
OTU_00253,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00254,3,3,4,2,0,26,47,8,0,8,40,21,0,0,0,8,0,0,0,0,0,0,0,2,3,0,0,10,16,0
OTU_00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00256,0,0,0,0,0,0,0,7,0,22,4,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
OTU_00257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
OTU_00258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0
OTU_00259,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_00261,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
